Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Hotel Cortés	41.38548975277778	2.1716485	+34 933027481	+34 933027870	C Santa Anna 25	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Bar 200	41.37982224722222	2.1765264166666665	+34 933027728		Escudellers 33	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Bar Musical Zoo	41.37982224722222	2.1765264166666665	+34 933027728		C Escudellers 33	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Derby Hotels - Hotel Derby	41.38977134444444	2.1419673055555557	+34 933223215	+34 934100862	Loreto 0021	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA			
Restaurant Zoologic	41.39123121388889	2.1973648611111107	+34 933300303		Av Icària 164	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.zoologicrestaurant.com		info@zoologicrestaurant.com
Bar Restaurant Picayo	41.42178873611111	2.1744184166666667	+34 934330349		Av Mare Déu de Montserrat 228	el Guinardó	Horta-Guinardó	08041	BARCELONA	BARCELONA	ESPANYA			
Picasso Cafè Teatro	41.374030894444445	2.16000425	+34 695360692		Elkano 67	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA	http://www.picassocafeteatro.net		
Bar Cafè Universal	41.395129425	2.1442430833333335	+34 932013596	+34 934144935	Marià Cubí 182	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Central Cafè *Calvet	41.39316504166666	2.144951361111111	+34 932020915		Calvet 1	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.centralcafe.es		
Cafè Mozart *Bretón Herreros	41.402616933333334	2.1522752499999998	+34 934159316		Bretón de los Herreros 4	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant La Grangeta	41.43292518333333	2.1857554444444443	+34 933112559		Pl Palmeres 11	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA	http://www.lagrangeta.com		
Restaurant La Ñata	41.378014972222225	2.1189188333333333	+34 933332262		Pintor Tapiró 18*20	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Golfo de Bizkaia	41.383994055555554	2.1830607499999997	+34 933192431		C Vidrieria 12	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Barbacoa de Gracia	41.406530394444445	2.15980575	+34 932102253		C Torrent de les Flors 65	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA			
Café-Teatre Dietrich	41.38679321944444	2.1598115555555553			Consell de Cent 255	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
L'Aquàrium de Barcelona - Acuarios Oceanworld	41.37692409722222	2.1840569444444444	+34 932217474	+34 932219226	Moll Espanya 7	el Barri Gòtic	Ciutat Vella	08039	BARCELONA	BARCELONA	ESPANYA			
Restaurant Al Waha *Verdi	41.40348072222222	2.1573370277777775	+34 934159540		C Verdi 16	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Can Isi	41.394376216666664	2.1442635833333332	+34 932006826	+34 932006826	Avenir 74	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Cafè-Teatre Les Golfes	41.398634908333335	2.1597413055555554	+34 934154612		Francisco Giner 6	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Cuévano	41.40066120833333	2.146329	+34 932001348		Via Augusta 115	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Sake Sushi	41.393817102777774	2.1321293055555555	+34 932800316		Rda General Mitre 23	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Luz de Gas *Port Vell	40.642949464754395	1.816211426436600	+34 932097711	+34 934842326	Moll Dipòsit	Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Bar La Bóveda	41.443427980555555	2.168289722222222	+34 934275370		Antonio Machado 16	Canyelles	Nou Barris	08042	BARCELONA	BARCELONA	ESPANYA			
Restaurant Dionisos *Comte d'Urgell	41.38300968888889	2.1576693055555554	+34 934515417		Comte d'Urgell 90	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.dionisos.ws	1993	
Restaurant Cerveseria Ciudad Condal	41.38881961944444	2.1668204166666665	+34 933181997	+34 932160058	Rbla Catalunya 18	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA			la-flauta@retemail.es
Las Torres	41.37831581388889	2.144776111111111	+34 932290101		Tarragona 151	Sants	Sants-Montjuïc	08015	BARCELONA	BARCELONA	ESPANYA			
Bar Ok Corral	41.40218321111111	2.1474765555555555	+34 932378968		Lincoln 42	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Cargolet Picant	41.37724689722222	2.1218986111111113	+34 933340454		Rier Blanca 7	la Maternitat i Sant Ramon	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA			
Bar La Esquinica	41.43066012777778	2.1708228333333333	+34 933582519		Pg Fabra i Puig 296	el Turó de la Peira	Nou Barris	08031	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cafè Silenus	41.38196965	2.1686728333333334	+34 933022680	+34 933022680	C Àngels 8	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantsilenus.com		bcn@restaurantsilenus.com
Hotel España	41.37995237222222	2.1728302499999996	+34 935500000	+34 935500007	C Sant Pau 9*11	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.hotelespanya.com		info@hotelespanya.com
Restaurant Bodega Manolo	41.40808584444444	2.158263972222222	+34 932844377		Torrent de les Flors 101	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA			manoloquiros@tiscali.es
Restaurant Domino's Pizza *Avinguda Madrid	41.37893864722222	2.1286330277777776	+34 934900001		Av Madrid 118	Sants - Badal	Sants-Montjuïc	08028	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *Via Laietana	41.38577797222222	2.1767089166666667	+34 933103339		Via Laietana 36	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *Freser	41.413866480555555	2.1813459166666664	+34 934554010		C Freser 45*47	el Camp de l'Arpa del Clot	Sant Martí	08026	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *València	41.385007505555556	2.1528437777777776	+34 934540008		C València 79*81 bxs	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *Ronda General Mitre	41.404878599999996	2.141462833333333	+34 934183231		Rda General Mitre 183	el Putxet i el Farró	Sarrià-Sant Gervasi	08023	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *Major Sarrià	41.40048626388889	2.1208128611111112	+34 932804188		Major de Sarrià 113	Sarrià	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Restaurant Domino's Pizza *Sicília	41.40557844722222	2.16838475	+34 932077911		C Sicília 382*284	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA	http://www.pizzahut.es		
Restaurant Domino's Pizza *Sepúlveda	41.37660399166667	2.153919111111111	+34 933294600		C Sepúlveda 38	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA			
Restaurant  Compañia General de Sandwiches	41.40063565	2.139451277777778	+34 934146625		Santaló 155 Baix	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Restaurant Arias	41.409460563888885	2.145967722222222	+34 932112705		C Agramunt 15*17	el Putxet i el Farró	Sarrià-Sant Gervasi	08023	BARCELONA	BARCELONA	ESPANYA			
Restaurant Lombardo	41.39046907777778	2.1640030555555554	+34 934874842	+34 934872133	Rbla Catalunya 49*51	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA			
Restaurant Can Punyetes *Marià Cubí	41.395264869444446	2.1447206666666667	+34 932009159		Marià Cubí 189	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA	http://www.canpunyetes.es		
Restaurant La Mostra	41.397162924999996	2.1572767777777777	+34 932371353		C Riera de Sant Miquel 11*13	la Vila de Gràcia	Gràcia	08006	BARCELONA	BARCELONA	ESPANYA			
Cabernet-Sauvignon	41.391531980555555	2.14636925			Comte d'Urgell 280	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Restaurant Telepizza *Avinguda Paral·lel	41.37475140555556	2.1586280833333333	+34 934260828		Av Paral.lel 139	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA	http://www.telepizza.es		
Bar musical La Musaranya	41.40297751944444	2.153565638888889	+34 934155270		Astúries 17	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Apartaments Gutemberg	41.376900544444446	2.174693	+34 933027111	+34 933186164	Ptge Gutenberg 7	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.apartamentsgutemberg.com		reservas@apartamentsgutemberg.com
Restaurant Dionisos *Torrent de l'Olla	41.4030287	2.156252444444444	+34 932373417		C Torrent de l'Olla 144	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.dionisos.ws	1997	
Restaurant El Racó de l'Asador	41.38918952777778	2.1955764999999996	+34 932217193		Av Icària 134	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cafeteria La Locomotora	41.382499369444446	2.1586281388888886	+34 934544140	+34 934543033	G.V. Corts Catalanes 525	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA	http://www.lalocomotora.com		
Restaurant La Taberna Griega *Torrent de l'Olla	41.40280067222222	2.1563600833333334	+34 934 156 077	+34 932 187 226	C Torrent de l'Olla 123	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.latabernagriega.com		latabernagriega@terra.es
Bar Bocatta *Centre Vila	41.390896519444446	2.1978509444444443	+34 932213852	+34 932250464	Salvador Espriu 61	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.bocatta.es		
 Company *Illa Diagonal	41.389715055555556	2.1353775555555554	+34 934108089	+34 934301383	Av Diagonal 555*559	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA	http://www.pansandcompany.com		
Restaurant La Vinya del Senyor *Plaça Santa Maria	41.383259466666665	2.1817732777777774	+34 933103379		Pl Santa Maria 5 bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Rueda	41.39860856666667	2.1645428888888887	+34 932073163	+34 934585350	C Rosselló 266 bxs	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			braseria-larueda@hotmail.com
Restaurant La Crema Canela	41.380476477777776	2.1746745555555553	+34 933182744		Ptge Madoz 4*6 Baix	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Mesopotamia	41.40469262222222	2.1558656944444445	+34 932371563		C Verdi 65	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Centre de Cultura Contemporània de Barcelona	41.383883708333336	2.1667947777777776	+34 934120954	+34 933025132	C Montalegre 5	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Bar Fortuna	41.411450025	2.1525491666666667	+34 932844680		Av Coll del Portell 60	la Salut	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA			
Restaurant Can Punyetes *Ciutat Balaguer	41.40398703611111	2.134757222222222	+34 934179127		Ciutat de Balaguer 50	Sant Gervasi - la Bonanova	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA	http://www.canpunyetes.es		
Restaurant La Singular	41.39985795277778	2.15837775	+34 932375098		C Francisco Giner 50	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Centre Esportiu Municipal Bernat Picornell	41.36475568611111	2.151637833333333	+34 933250336		Av Estadi 30*40	el Poble Sec	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA			
Restaurant Al Austriaco	41.38731386388889	2.197359333333333	+34 932253386		Marina 16*18 Local 27	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Envalira	41.40188881111111	2.1566667777777777	+34 932185813		Pl Sol 13	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Escola Fundació de Restauració i Hostalatge	41.404285119444445	2.2114616944444445	+34 934532904		Pg Taulat 243 1r	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA	http://www.eshob.com		
Drassanes Restaurant *Museu Marítim de Barcelona	41.37595081944445	2.1760392777777775	+34 646143252	+34 933429920	Av Drassanes 1	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			drassanesrestaurant@gmail.com
Restaurant Little Italy * Roger de Llúria	41.39203294166666	2.1704821944444443	+34 933017499		C Roger de Llúria 40 bxs	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.littleitaly.es		
Restaurant Hanin	41.38710794722222	2.161214361111111	+34 934540563	+34 934544996	C Aribau 32	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Paladar del Son	41.404499852777775	2.1619624166666664	+34 932851740		C Torrent de les Flors 6	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA			
Teatre Nacional de Catalunya	41.399686905555555	2.1860874999999997	+34 933065731	+34 933065718	Pl Arts 1	el Fort Pienc	Eixample	08013	BARCELONA	BARCELONA	ESPANYA	http://www.tnc.es		
Restaurant Jardí de l'Abadessa	41.39413306666667	2.1098012222222224	+34 932803754	+34 932806522	Abadessa Olzet 26	Pedralbes	Les Corts	08034	BARCELONA	BARCELONA	ESPANYA	http://www.jardiabadessa.com		abadessa@jardiabadessa.com
Cafeteria l'Exprés *Glòries	41.404945033333334	2.192503722222222	+34 934860273		Av Diagonal 208	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Bar Bocatta *Glòries	41.404945033333334	2.192503722222222	+34 934860020	+34 934860020	Av Diagonal 208	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.bocatta.es		
Restaurant  Xinès Oriental Glòries *Glòries	41.405085288888884	2.1930715555555556	+34 934860179		Av Diagonal 188*252	el Parc i la Llacuna del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Dolça Hermínia	41.38662743888889	2.1744494166666666	+34 933170676	+34 933170903	C Magdalenes 27	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Rebujito de Moncho's	41.38731386388889	2.197359333333333	+34 932213883	+34 932219785	Marina 16	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.monchos.com		info@monchos.com
Restaurant Nou	41.40910704444444	2.1725024444444445	+34 934366846		C Padilla 327	la Sagrada Família	Eixample	08025	BARCELONA	BARCELONA	ESPANYA			
Restaurant Alabina	41.40415020277778	2.1566120555555557	+34 932174475		C Verdi 40	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Venus Delicatessen	41.380701558333335	2.177916388888889	+34 933011585		C Avinyó 25	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Catamaran	41.39118298333333	2.201821277777778	+34 932210175		Av Litoral 44	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA	http://www.catamaranbcn.com		catamaranbcn@catamaranbcn.com
Restaurant La Tertulia	41.388714825	2.1399529999999998	+34 934195897		Morales 15	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA	http://www.arrosseriaxativa.com		tertulia@arrosseriaxativa.com
Restaurant Thaï Gardens	41.39102	2.167677111111111	+34 934879898	+34 932155457	C Diputació 273	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.thaigardensgroup.com		barcelona@thaigardensgroup.com
Bar cafeteria Il Caffè di Roma *Rda Sant Pere	41.38862463611111	2.171431277777778	+34 933180608		Rda Sant Pere 11	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Tasca d'Or	41.39951376388889	2.167351638888889	+34 934575046		C Bailèn 146	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			
Restaurant Las Pirámides	41.409527230555554	2.180902111111111	+34 933474684		Independència 323	el Camp de l'Arpa del Clot	Sant Martí	08026	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cal Pinxo *Palau Mar	41.3808077	2.185855722222222	+34 932212211	+34 932213334	Pl Pau Vila 1	la Barceloneta	Ciutat Vella	08039	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Sagardi-Euskal *Argenteria	41.38354977777778	2.1809137499999998	+34 933199993	+34 936548206	C Argenteria 62	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.sagardi.com		
Restaurant Rodizio Amazonia	41.41415245555555	2.1621633055555556	+34 932841861		Av Mare Déu de Montserrat 29	Can Baró	Horta-Guinardó	08024	BARCELONA	BARCELONA	ESPANYA			
Restaurant Nut	41.402969383333335	2.157887333333333	+34 932854891		C Verdi 2	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Bar Burger King *Rambla, 26	41.37823945833333	2.1761379166666663	+34 934813159		C la Rambla 26	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Equinox *Verdi	41.403621513888886	2.1570313055555554	+34 932373270		C Verdi 21*23	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Equinox *Pl del Sol	41.40185681111111	2.1566190555555553	+34 934157976		Pl Sol 14	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Mandongo *Maremàgnum	41.37573091111111	2.1832132777777775	+34 932258143	+34 932258191	Moll Espanya 5*6	el Barri Gòtic	Ciutat Vella	08039	BARCELONA	BARCELONA	ESPANYA	http://www.gruptravi.com		info@gruptravi.com
Restaurant Sakura-Ya *Illa Diagonal	41.389715055555556	2.1353775555555554	+34 934052645	+34 934303743	Av Diagonal 555*559	les Corts	Les Corts	08029	BARCELONA	BARCELONA	ESPANYA	http://www.sakura-ya.org		info@sakura-ya.org
Bar Restaurant Gran Arlequin	41.35803534166667	2.1402758333333334	+34 932231907	+34 932231971	Pg Zona Franca 137*139	la Marina de Port	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA			
Museu Picasso	41.385152958333336	2.1808344166666664	+34 933103118		Montcada 15*23	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Il Golfo di Napoli	41.37232326666667	2.155350861111111	+34 934234543	+34 934235383	C Lleida 38	el Poble Sec	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA			
Restaurant Terra Blava	41.38748143888889	2.1738887777777776	+34 934126372	+34 933221585	Via Laietana 55	el Barri Gòtic	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Carballeira	41.381424997222226	2.1831313055555555	+34 933101006	+34 933100013	C Reina Cristina 3	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			carballeira@telefonica.net
 Ready *Pg Gràcia	41.391834930555554	2.165826361111111	+34 932160339		Pg Gràcia 46	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.freshandready.net		
Restaurant Centonze *Hotel Le Meridien	41.38387711666667	2.1709075833333333	+34 933164660	+34 933017776	C la Rambla 111 bxs	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
El Balconet Café  *P Espanyol	41.369117261111114	2.1467245833333335	+34 932924100	+34 932924225	Av Av Francesc Ferrer Guàrdia 25	el Poble Sec	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA	http://balconet.poble-espanyol.com		balconet@poble-espanyol.com
Restaurant Japonés Kaitensushi	41.39226146111111	2.14759475	+34 934190527		C Villarroel 220	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Rebost de la Vila	41.390896519444446	2.1978509444444443	+34 932254154		C Salvador Espriu 61	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Foro	41.386990858333334	2.1823456944444444	+34 933101020	+34 933102028	C Princesa 53	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.restauranteelforo.com		elforo@ctv.es
Restaurant Cal Traginer	41.43069238333333	2.19229225	+34 933464853		C Borriana 69	Sant Andreu	Sant Andreu	08030	BARCELONA	BARCELONA	ESPANYA			
Restaurant Santa Maria	41.387064052777774	2.1820945	+34 933151227	+34 932681565	C Comerç 17	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Restaurant Laurak	41.397140602777775	2.1529979444444445	+34 932189867	+34 932187165	C Granada del Penedès 14*16	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Restaurant Casa Bosco	41.40158480833333	2.1520463333333333	+34 932170359		Rbla Prat 14	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Àrea de Lleure de Santa Creu d'Olorda	41.41595151111111	2.0589884166666663	+34 936689665		Ctra Sta Creu Olorda Sarrià 417*419	Vallvidrera, el Tibidabo i les Planes	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Restaurant Pizzeria Montello	41.38607057777778	2.1761276111111107	+34 933103526		Via Laietana 42	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.milisa.com		
Centre Cívic la Farinera del Clot	41.404915591666665	2.188443694444444	+34 932324423	+34 932918080	G.V. Corts Catalanes 837	el Clot	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA			
Restaurant Opaqo	41.381852466666665	2.1783729722222223	+34 933184676		C Ciutat 10	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantopaqo.com		
Bar McDonald's *Pg Gràcia	41.39189929444444	2.1657461666666666	+34 934874460	+34 934880080	Pg Gràcia 48	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.mcdonalds.es		
Restaurant Al Passatore *Port Olímpic	41.387021775	2.2007106944444446	+34 932250047		Moll Gregal 25	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant La Tasca de la Vasca *Maremàgnum	41.37573091111111	2.1832132777777775	+34 932258186		Moll Espanya 5*6	el Barri Gòtic	Ciutat Vella	08039	BARCELONA	BARCELONA	ESPANYA			
Cafeteria El Món del Cafè	41.385670016666666	2.1828971666666663	+34 933195964		Pl Comercial 4	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
Bar Thiossan	41.37986968888889	2.176075138888889	+34 933171031		C Vidre 5	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Hotel Palace	41.39156421944445	2.171563611111111	+34 935101130		G.V. Corts Catalanes 668	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.caelis.com		restaurante@caelis.com
El Corte Inglés *Pl Catalunya	41.387803363888885	2.1712056944444442	+34 933063800	+34 933176231	Pl Catalunya 14	la Dreta de l'Eixample	Eixample	08002	BARCELONA	BARCELONA	ESPANYA	http://www.elcorteingles.es		
Restaurant Bar Salsitas	41.37852733888889	2.173585722222222	+34 933180840		C Nou de la Rambla 22	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Teatreneu Multisales	41.40325284722222	2.1585623333333332	+34 932853712	+34 932843087	Terol 26	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.teatreneu.com		
Teatreneu Multisales	41.40325284722222	2.1585623333333332	+34 932853712	+34 932843087	C Terol 26	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.teatreneu.com		
Jamaica Coffee Shop *Tajo	41.42928034166666	2.1619972222222223	+34 934291058		C Tajo 37	Horta	Horta-Guinardó	08032	BARCELONA	BARCELONA	ESPANYA	http://www.jamaicacoffeshop.es		
Bar Burger King *C. Lúdic Diagonal	41.39330316666667	2.13726275	+34 932411139		C Santa Fe de Nou Mèxic 8	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
 Company *C. Lúdic Diagonal	41.39330316666667	2.13726275	+34 932006775	+34 932006775	C Santa Fe de Nou Mèxic 8	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA	http://www.pansandcompany.com		
Restaurant La Oca Diagonal *C. Lúdic Diagonal	41.393761133333335	2.134460916666667	+34 932002488		C Santa Fe de Nou Mèxic 1	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Vermutet de Sant Pere	41.39097913055556	2.1785894444444445	+34 933193921		Rda Sant Pere 66	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA			
Restaurant Cometacinc	41.38199212222222	2.1788849444444445	+34 933101558		C Cometa 5 Baix	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.cometacinc.com		
Bar Mirinda	41.38301576111111	2.1705931944444443			Xuclà 7	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
 Thé	41.410085269444444	2.1369483333333332	+34 932118986		Pl John F Kennedy 9999	Sant Gervasi	Sarrià-Sant Gervasi	08022	BARCELONA	BARCELONA	ESPANYA			
Centre Esportiu Municipal Claror	41.40462220277777	2.1715111388888886	+34 934572641		Sardenya 0333	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA			
